county,category,date,mobility,fips,state_abbr,cases,r_star,r_star_avg,density,log_density
Barnstable County,retail/recreation,2020-03-21,-39.821,25001,MA,11,2.1818181818181817,2.1818181818181817,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-22,-43.261,25001,MA,24,1.25,1.7159090909090908,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-23,-34.275,25001,MA,30,1.3333333333333333,1.5883838383838382,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-24,-46.615,25001,MA,40,1.275,1.5100378787878785,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-25,-51.568,25001,MA,51,1.3137254901960784,1.4707754010695184,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-26,-47.37,25001,MA,67,1.492537313432836,1.3329192273924495,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-27,-47.206,25001,MA,100,1.33,1.3489192273924495,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-28,-51.127,25001,MA,133,1.112781954887218,1.3048089517032264,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-29,-59.896,25001,MA,148,1.1689189189189189,1.28359273548701,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-30,-46.505,25001,MA,173,1.1040462427745665,1.241656886002708,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-03-31,-48.127,25001,MA,191,1.3350785340314135,1.2101651301224234,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-04-01,-48.084,25001,MA,255,1.1098039215686275,1.1661259144361487,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-04-02,-52.825,25001,MA,283,1.1095406360424027,1.1654776506671856,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-04-03,-55.89,25001,MA,314,1.0509554140127388,1.1418849496859498,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-04-04,-54.12,25001,MA,330,1.0515151515151515,1.1313787314340669,540.2803125157335,6.292088102125308
Barnstable County,retail/recreation,2020-04-05,-49.957,25001,MA,347,1.1037463976945245,1.0851123041666892,540.2803125157335,6.292088102125308
Berkshire County,retail/recreation,2020-03-16,-4.931,25003,MA,11,1.2727272727272727,1.2727272727272727,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-17,-28.623,25003,MA,14,1.2142857142857142,1.2435064935064934,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-18,-27.564,25003,MA,17,1.0588235294117647,1.181945505474917,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-19,-33.161,25003,MA,18,1.1111111111111112,1.1642369068839655,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-20,-33.251,25003,MA,20,1.05,1.1413895255071724,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-21,-38.485,25003,MA,21,1.0952380952380953,1.105891690009337,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-22,-38.822,25003,MA,23,1.1304347826086956,1.0891215036739332,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-23,-41.033,25003,MA,26,1.4230769230769231,1.161972182406965,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-24,-44.319,25003,MA,37,1.9189189189189189,1.3235337439685266,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-25,-44.631,25003,MA,71,1.028169014084507,1.3191675467854282,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-26,-40.991,25003,MA,73,1.4383561643835616,1.3877911606145215,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-27,-43.291,25003,MA,105,1.1333333333333333,1.388370870759449,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-28,-52.532,25003,MA,119,1.26890756302521,1.3575369987491066,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-29,-51.288,25003,MA,151,1.0728476821192052,1.1883227513891637,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-30,-43.146,25003,MA,162,1.0555555555555556,1.1938000596833733,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-03-31,-43.312,25003,MA,171,1.0701754385964912,1.1201639145259592,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-04-01,-37.019,25003,MA,183,1.1639344262295082,1.126284133105194,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-04-02,-44.215,25003,MA,213,1.1267605633802817,1.0978547331762085,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-04-03,-45.913,25003,MA,240,1.0541666666666667,1.0941185300857008,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-04-04,-49.197,25003,MA,253,1.0197628458498025,1.0869599881445502,134.80104019634888,4.903799915038559
Berkshire County,retail/recreation,2020-04-05,-46.017,25003,MA,258,1.0387596899224807,1.080676838409748,134.80104019634888,4.903799915038559
Essex County,retail/recreation,2020-03-18,-26.359,25009,MA,14,1.3571428571428572,1.3571428571428572,1602.0339500765745,7.3790293197112256
Essex County,retail/recreation,2020-03-19,-36.054,25009,MA,19,1.5263157894736843,1.4417293233082709,1602.0339500765745,7.3790293197112256
